# {
#     "changing_threshold": 0.1,
#     "command": "/SAN/vyplab/alb_projects/pipelines/splicing/env/bin/voila tsv /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/builder/splicegraph.sql /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi/Control1-TDP43KD1.deltapsi.voila -f /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi_voila_tsv/Control1-TDP43KD1.psi.tsv --threshold 0.1",
#     "group_sizes": {
#         "Control1": 4,
#         "TDP43KD1": 4
#     },
#     "non_changing_threshold": 0.05,
#     "voila_version": "2.3"
# }
gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	Control1_mean_psi	TDP43KD1_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
MICAL3	ENSG00000243156.9	ENSG00000243156.9:s:17816690-17816784	0.3130;-0.3130	9.997e-01;9.997e-01	9.523e-07;9.521e-07	0.3459;0.6541	0.6565;0.3435	s|1e1.1o1|1e2.1o1	2	3	0;0	chr22	-	17812557-17816690;17810813-17816690	17810703-17810813;17812507-17815669;17816690-17816784		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr22%3A17816784-17810703
MICAL3	ENSG00000243156.9	ENSG00000243156.9:t:17810703-17810813	-0.2056;0.2056	9.445e-01;9.445e-01	1.745e-03;1.745e-03	0.5419;0.4581	0.3221;0.6779	t|1e1.1o1|1e2.1o1	2	3	0;0	chr22	-	17810813-17816690;17810813-17812507	17810703-17810813;17812507-17815669;17816690-17816784		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr22%3A17816784-17810703
PCDHAC2	ENSG00000243232.6	ENSG00000243232.6:s:141009627-141010100	0.1428;-0.1428	7.961e-01;7.961e-01	1.581e-02;1.581e-02	0.1935;0.8065	0.3378;0.6622	s|1e1.1o1|i	2	2	0;0	chr5	+	141009728-141010166;141010101-141010165	141009627-141010100;141010166-141012347	141010101-141010165	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A141012347-141009627
EFNA4	ENSG00000243364.8	ENSG00000243364.8:s:155063737-155063936	-0.1149;0.1149	5.856e-01;5.856e-01	5.125e-02;5.125e-02	0.1550;0.8450	0.0082;0.9918	s|1e1.1o1|1e2.1o1	2	3	1;0	chr1	+	155063936-155064442;155063936-155066730	155063737-155063936;155064442-155064560;155066730-155067016		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A155067016-155063737
NPIPB5	ENSG00000243716.10	ENSG00000243716.10:t:22513682-22514137	-0.0000;-0.0301;0.1566;-0.0882	6.845e-21;3.247e-02;7.934e-01;4.332e-01	1.000e+00;4.840e-01;1.479e-02;9.363e-02	0.0015;0.0655;0.6356;0.2932	0.0010;0.0084;0.8115;0.1835	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2	4	4	1;0;0;0	chr16	+	22507399-22513764;22513521-22513764;22513600-22513764;22513610-22513764	22507174-22507399;22513058-22513521;22513522-22513610;22513682-22514137		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A22514137-22507174
NFS1	ENSG00000244005.13	ENSG00000244005.13:t:35698481-35698590	-0.0928;0.1524;-0.0000;-0.0226	4.532e-01;7.296e-01;4.062e-06;6.052e-02	8.364e-02;2.145e-02;9.984e-01;4.586e-01	0.1788;0.7630;0.0035;0.0561	0.0525;0.9386;0.0017;0.0076	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2	4	4	0;0;0;0	chr20	-	35698590-35699310;35698590-35699192;35698590-35699045;35698590-35698745	35698481-35698590;35698745-35699189;35699192-35699304;35699310-35699355		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A35699355-35698481
FAM86DP	ENSG00000244026.6	ENSG00000244026.6:t:75432808-75432870	0.1708;-0.1056;-0.0348	7.617e-01;4.728e-01;1.327e-01	1.564e-02;6.015e-02;3.078e-01	0.1390;0.7434;0.1172	0.3382;0.6020;0.0530	t|1e1.1o1|1e2.1o2|1e2.2o2	3	3	0;0;0	chr3	-	75432870-75435015;75432870-75434918;75432870-75434725	75432808-75432870;75434725-75434969;75435015-75435110		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A75435110-75432808
IFITM10	ENSG00000244242.2	ENSG00000244242.2:t:1747667-1748119	0.0068;0.0011;-0.1178;0.0390;0.0184	4.279e-03;2.620e-04;5.726e-01;2.012e-01;8.020e-02	7.491e-01;9.508e-01;5.032e-02;2.229e-01;4.044e-01	0.0173;0.0016;0.2287;0.6591;0.0884	0.0427;0.0199;0.0895;0.7309;0.1130	t|1e1.1o2|1e1.2o2|1e2.1o2|1e2.2o2|i	5	3	0;1;0;0;0	chr11	-	1748119-1750359;1748119-1750066;1748119-1749019;1748119-1749015;1748120-1749014	1747667-1748119;1749015-1749197;1750066-1750595	1748120-1749014	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A1750595-1747667
DBNDD2	ENSG00000244274.9	ENSG00000244274.9:t:45408289-45408606	-0.0001;-0.1859;0.0395;0.0970;-0.0006	3.146e-05;8.131e-01;1.129e-01;4.604e-01;4.331e-03	9.957e-01;1.063e-02;3.316e-01;7.028e-02;8.055e-01	0.0041;0.2775;0.0225;0.6641;0.0198	0.0014;0.0665;0.0874;0.8148;0.0288	t|1e3.1o1|2e1.1o1|2e2.1o1|2e4.1o1|2e5.1o1	5	6	0;0;0;0;0	chr20	+	45406610-45408333;45406210-45408460;45406255-45408460;45406732-45408460;45407779-45408460	45406057-45406210;45406221-45406255;45406588-45406610;45406619-45406732;45407207-45407779;45408289-45408606		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A45408606-45406057
GATA2-AS1	ENSG00000244300.3	ENSG00000244300.3:s:128489212-128489670	0.1073;0.0532;-0.1760	5.624e-01;9.455e-02;8.928e-01	5.852e-02;3.471e-01;5.340e-03	0.2456;0.0230;0.7304	0.3654;0.0866;0.5480	s|1e1.1o1|2e1.1o1|i	3	2	0;0;0	chr3	+	128489415-128489779;128489670-128489779;128489671-128489776	128489212-128489670;128489777-128490086	128489671-128489776	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A128490086-128489212
DUXAP10	ENSG00000244306.11	ENSG00000244306.11:s:19331482-19331617	-0.2389;0.2169;0.0063	9.606e-01;8.808e-01;1.867e-02	1.119e-03;5.290e-03;5.973e-01	0.3115;0.6238;0.0531	0.0535;0.8701;0.0718	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr14	-	19331006-19331482;19325781-19331482;19307111-19331482	19307021-19307111;19324359-19325781;19330820-19331006;19331482-19331617		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr14%3A19331617-19307021
DUXAP10	ENSG00000244306.11	ENSG00000244306.11:t:19324359-19325781	0.1503;-0.1503	7.001e-01;7.001e-01	2.425e-02;2.425e-02	0.5783;0.4217	0.7691;0.2309	t|1e1.1o1|i	2	2	0;1	chr14	-	19325781-19331482;19325782-19330819	19324359-19325781;19331482-19331617	19325782-19330819	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr14%3A19331617-19324359
ETV5	ENSG00000244405.8	ENSG00000244405.8:s:186104926-186105355	0.1601;-0.0000;0.0083;0.0000;-0.1878;0.0000	9.707e-01;6.847e-21;4.812e-03;6.845e-21;9.757e-01;6.845e-21	4.124e-07;9.998e-01;7.275e-01;1.000e+00;6.461e-05;1.000e+00	0.0002;0.0156;0.1148;0.0051;0.8622;0.0014	0.1846;0.0048;0.1339;0.0003;0.6733;0.0033	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1	6	7	1;1;0;0;0;0	chr3	-	186104572-186105305;186096150-186105305;186095313-186105305;186084280-186105305;186081175-186105305;186066072-186105305	na-186104572;186066005-186066072;186081046-186081175;186084169-186084280;186095120-186095313;186096096-186096150;186104926-186105355		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A186105355-186066005
UBE2V1	ENSG00000244687.12	ENSG00000244687.12:s:50115485-50115621	0.0013;-0.1073;0.0989	1.978e-03;5.173e-01;4.846e-01	8.320e-01;6.015e-02;7.129e-02	0.0155;0.8445;0.1368	0.0278;0.7005;0.2688	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr20	-	50115038-50115485;50096820-50115485;50084254-50115485	50083732-50084254;50096672-50096820;50114941-50115038;50115485-50115621		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A50115621-50083732
IGFBP7-AS1	ENSG00000245067.7	ENSG00000245067.7:s:na-57158202	-0.1080;0.1080	4.984e-01;4.984e-01	6.020e-02;6.020e-02	0.2403;0.7597	0.0912;0.9088	s|1e1.1o1|1e2.1o1	2	3	1;1	chr4	+	57158202-57179144;57158202-57201133	na-57158202;57179144-57179284;57201133-57201215		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A57201215-57158192
CRNDE	ENSG00000245694.10	ENSG00000245694.10:t:54924859-54925213	0.1202;-0.1200;-0.0000;-0.0000	6.046e-01;6.040e-01;6.845e-21;6.845e-21	4.426e-02;4.441e-02;1.000e+00;1.000e+00	0.4800;0.5179;0.0010;0.0010	0.6312;0.3667;0.0010;0.0010	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr16	-	54925213-54928770;54925213-54928494;54925213-54928005;54925213-54926881	54924859-54925213;54926881-54927726;54928005-54928294;54928494-54928716;54928770-54929189		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A54929189-54924859
LINC00682	ENSG00000245870.4	ENSG00000245870.4:t:41879397-41880813	0.1469;-0.1469	6.392e-01;6.392e-01	2.990e-02;2.990e-02	0.7888;0.2112	0.9888;0.0112	t|1e1.2o2|1e2.1o1	2	3	0;0	chr4	-	41880813-41882480;41880813-41881486	41879397-41880813;41881486-41881843;41882480-41882955		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A41882955-41879397
SEPTIN7P14	ENSG00000245958.6	ENSG00000245958.6:s:119494426-119494523	-0.0003;0.1283;-0.0381;-0.0579	7.985e-07;7.024e-01;5.891e-02;2.266e-01	9.872e-01;2.708e-02;4.135e-01;2.048e-01	0.0189;0.7938;0.0701;0.1108	0.0091;0.9326;0.0167;0.0410	s|1e1.1o2|1e1.2o2|1e2.1o1|i	4	3	0;0;1;1	chr4	+	119494523-119497662;119494523-119497811;119494523-119512351;119494524-119497661	119494426-119494523;119497662-119498027;119512351-119512464	119494524-119497661	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A119512464-119494426
SEPTIN7P14	ENSG00000245958.6	ENSG00000245958.6:s:119497662-119498027	0.2205;-0.1562;-0.0223	8.573e-01;6.860e-01;2.986e-02	6.367e-03;2.356e-02;5.209e-01	0.5215;0.4236;0.0600	0.7653;0.2317;0.0031	s|1e1.1o1|1e2.1o1|i	3	3	0;0;1	chr4	+	119497903-119499561;119497903-119512351;119498028-119499560	119497662-119498027;119499561-119500279;119512351-119512464	119498028-119499560	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A119512464-119497662
UBL7-AS1	ENSG00000247240.8	ENSG00000247240.8:s:74461883-74462098	0.0279;0.0391;-0.1098;0.0375	1.640e-01;2.087e-01;4.894e-01;2.209e-01	2.219e-01;2.199e-01;5.461e-02;1.978e-01	0.1773;0.0626;0.5947;0.1512	0.2217;0.1170;0.4316;0.2202	s|1e1.1o1|2e1.1o1|3e1.1o1|3e2.2o2	4	3	0;0;0;0	chr15	+	74462027-74466036;74462031-74466036;74462098-74466036;74462098-74479060	74461883-74462098;74466036-74466130;74479044-74479278		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A74479278-74461883
UBL7-AS1	ENSG00000247240.8	ENSG00000247240.8:t:74466036-74466130	0.0295;0.0422;-0.1386;0.0502	1.813e-01;2.372e-01;5.678e-01;2.106e-01	2.003e-01;1.927e-01;3.378e-02;2.208e-01	0.2096;0.0727;0.6776;0.0252	0.2475;0.1383;0.4944;0.1020	t|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1	4	3	0;0;0;1	chr15	+	74462027-74466036;74462031-74466036;74462098-74466036;74465274-74466036	na-74465274;74461883-74462098;74466036-74466130		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A74466130-74461883
GPRC5D-AS1	ENSG00000247498.10	ENSG00000247498.10:s:12927726-12927803	0.0057;-0.1178;-0.0000;0.0095;0.0658	1.711e-02;5.314e-01;9.027e-06;8.626e-03;3.326e-01	6.399e-01;4.827e-02;9.975e-01;7.111e-01;1.116e-01	0.0362;0.2923;0.0031;0.0031;0.6627	0.0497;0.1268;0.0024;0.0437;0.7803	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2	5	5	0;0;0;1;0	chr12	+	12927803-12944372;12927803-12966759;12927803-12978941;12927803-12979431;12927803-12979524	12927726-12927803;12944372-12944481;12966759-12966897;12978941-12979021;12979431-12979622		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A12979622-12927726
SPTY2D1OS	ENSG00000247595.4	ENSG00000247595.4:t:18602977-18603195	-0.1338;-0.0002;0.0038;0.1167	6.343e-01;1.503e-04;2.972e-03;5.765e-01	3.372e-02;9.875e-01;8.401e-01;4.700e-02	0.9345;0.0061;0.0061;0.0536	0.7653;0.0032;0.0246;0.1926	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2	4	4	1;0;0;0	chr11	+	18588995-18603158;18595709-18603158;18601164-18603158;18601180-18603158	18588781-18588995;18595617-18595709;18601092-18601180;18602977-18603195		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A18603195-18588781
TMEM161B-AS1	ENSG00000247828.8	ENSG00000247828.8:s:88282603-88282866	0.0653;-0.1582;-0.0178;0.0259;0.0376;0.0000	3.004e-01;7.459e-01;1.174e-01;1.152e-01;7.253e-02;2.339e-08	1.425e-01;1.892e-02;3.336e-01;3.366e-01;3.932e-01;9.999e-01	0.1519;0.3706;0.3238;0.1278;0.0012;0.0012	0.2410;0.1894;0.2892;0.1783;0.0779;0.0015	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o2|1e3.2o2|1e4.1o1	6	5	0;0;0;0;0;0	chr5	+	88282866-88283010;88282866-88285741;88282866-88285744;88282866-88287436;88282866-88287439;88282866-88291384	88282603-88282866;88283010-88285622;88285741-88287092;88287436-88290200;88291384-88292275		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A88292275-88282603
UBA6-AS1	ENSG00000248049.7	ENSG00000248049.7:t:67731506-67732722	-0.1143;0.1143	5.137e-01;5.137e-01	5.047e-02;5.047e-02	0.2775;0.7225	0.1178;0.8822	t|1e1.1o1|1e2.1o1	2	3	1;0	chr4	+	67728686-67731506;67730170-67731506	67728540-67728686;67730074-67730170;67731506-67732722		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A67732722-67728540
CTC-235G5.3	ENSG00000248127.1	ENSG00000248127.1:t:76081946-76082396	-0.0000;-0.0675;-0.0725;0.1893	5.117e-05;2.917e-01;3.385e-01;7.622e-01	9.916e-01;1.578e-01;1.015e-01;1.327e-02	0.0051;0.1154;0.8086;0.0575	0.0042;0.0199;0.6802;0.2996	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;1;1;1	chr5	-	76082396-76083947;76082396-76083179;76082396-76082919;76082396-76082746	76081946-76082396;76082746-na;76082919-na;76083179-na;76083947-76084186		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A76084186-76081946
RP11-514O12.4	ENSG00000249141.1	ENSG00000249141.1:s:166956080-166956124	-0.1732;0.1732	8.566e-01;8.566e-01	8.506e-03;8.506e-03	0.9358;0.0642	0.7549;0.2451	s|1e1.1o1|2e1.1o1	2	2	0;1	chr6	-	166952548-166956097;166952548-166956080	166952488-166952548;166956080-166956124		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A166956124-166952488
NAIP	ENSG00000249437.8	ENSG00000249437.8:s:70998121-70998823	0.0000;0.0000;0.0000;-0.0167;-0.0006;0.1460;-0.0261;-0.0478	6.845e-21;6.845e-21;6.845e-21;8.464e-03;4.991e-06;7.566e-01;1.236e-02;1.824e-01	1.000e+00;1.000e+00;1.000e+00;5.992e-01;9.759e-01;2.004e-02;5.429e-01;2.471e-01	0.0005;0.0005;0.0005;0.0580;0.0208;0.6731;0.0655;0.1696	0.0007;0.0007;0.0007;0.0340;0.0007;0.8392;0.0182;0.0993	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|1e5.1o1|1e6.1o1|1e7.1o2	8	8	1;1;1;1;1;0;1;1	chr5	-	70996789-70998724;70996620-70998724;70996617-70998724;70990658-70998724;70990634-70998724;70987874-70998724;70986802-70998724;70985886-70998724	na-70996617;na-70996620;na-70996789;70983775-70985886;70986745-70987150;70987793-70987874;70990537-70990658;70998121-70998823		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A70998823-70983775
NAIP	ENSG00000249437.8	ENSG00000249437.8:t:70983775-70985886	-0.1099;0.1077;0.0006	5.554e-01;5.390e-01;1.535e-04	5.602e-02;5.904e-02;9.193e-01	0.2763;0.7044;0.0222	0.1547;0.8322;0.0242	t|1e1.1o1|1e3.1o1|2e2.1o1	3	4	1;0;1	chr5	-	70985886-70998724;70985886-70986745;70983972-70987793	70983775-70985886;70986745-70987150;70987793-70987874;70998121-70998823		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A70998823-70983775
NAIP	ENSG00000249437.8	ENSG00000249437.8:t:70986745-70987150	-0.1090;0.1090	5.595e-01;5.595e-01	5.720e-02;5.720e-02	0.1699;0.8301	0.0357;0.9643	t|1e1.1o1|1e2.1o1	2	3	1;0	chr5	-	70986802-70998724;70986802-70987793	70986745-70987150;70987793-70987874;70998121-70998823		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A70998823-70986745
NEUROG2-AS1	ENSG00000249509.1	ENSG00000249509.1:s:112515385-112515640	-0.0013;-0.0477;-0.0443;-0.0080;0.1289	2.121e-03;1.866e-01;1.377e-01;2.267e-03;6.632e-01	6.918e-01;2.451e-01;3.024e-01;6.826e-01;3.535e-02	0.0540;0.3270;0.1222;0.0630;0.4440	0.0544;0.2533;0.0605;0.0536;0.5839	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|i	5	4	0;1;0;1;1	chr4	+	112515640-112517808;112515640-112525179;112515640-112525259;112515640-112530382;112515641-112517807	112515385-112515640;112517808-112518236;112525179-112525309;112530382-112530500	112515641-112517807	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A112530500-112515385
RP11-440L14.1	ENSG00000249592.6	ENSG00000249592.6:s:781772-781859	-0.0068;0.1080;0.0442;-0.0000;0.0226;-0.2197	1.645e-02;5.388e-01;1.526e-01;7.031e-06;6.153e-02;8.764e-01	7.215e-01;6.296e-02;2.830e-01;9.977e-01;4.471e-01;5.543e-03	0.0269;0.0194;0.0026;0.0026;0.0186;0.9308	0.0023;0.1477;0.0875;0.0023;0.0661;0.6578	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o3|1e3.2o3|i	6	4	0;0;0;0;0;1	chr4	-	780717-781772;780688-781772;767615-781772;762839-781772;762740-781772;780718-781771	760202-762839;766240-767615;780149-780717;781772-781859	780718-781771	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A781859-760202
PDCD6	ENSG00000249915.8	ENSG00000249915.8:s:304177-304221	-0.1309;0.0714;0.0486;0.0000	7.597e-01;2.152e-01;2.296e-03;6.690e-21	3.248e-04;2.185e-01;4.781e-01;1.000e+00	0.9461;0.0066;0.0350;0.0133	0.8025;0.0995;0.0772;0.0173	s|1e1.1o1|1e2.1o1|1e3.1o2|i	4	4	0;0;0;0	chr5	+	304221-306602;304221-311293;304221-314417;304222-306601	304177-304221;306602-306760;308197-312411;314417-314974	304222-306601	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A314974-304177
PDCD6	ENSG00000249915.8	ENSG00000249915.8:t:308197-312411	0.0000;0.0520;0.0263;-0.1183;0.0000	6.690e-21;8.284e-03;4.040e-03;6.820e-01;6.690e-21	1.000e+00;4.622e-01;5.545e-01;7.172e-03;1.000e+00	0.0072;0.0054;0.1388;0.8335;0.0177	0.0152;0.0820;0.1695;0.7072;0.0239	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|i	5	4	0;0;0;0;1	chr5	+	272772-311293;304221-311293;306754-311293;306760-311293;306761-308196	272711-273367;304177-304221;306602-306760;308197-312411	306761-308196	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A312411-272711
RP11-284M14.1	ENSG00000250326.2	ENSG00000250326.2:s:143184508-143184861	0.1713;-0.1504;-0.0040	6.308e-01;5.848e-01;6.073e-03	2.157e-02;2.864e-02;8.261e-01	0.4815;0.4907;0.0169	0.7008;0.2924;0.0065	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;1;0	chr4	-	143178096-143184508;143111183-143184508;142940245-143184508	142940089-142940245;143111057-143111183;143176990-143178096;143184508-143184861		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A143184861-142940089
RP5-877J2.1	ENSG00000250424.4	ENSG00000250424.4:s:30875495-30875656	-0.1511;0.1527;-0.0000	6.884e-01;6.948e-01;4.863e-06	2.493e-02;2.410e-02;9.976e-01	0.8187;0.1765;0.0043	0.6246;0.3720;0.0034	s|1e1.1o1|1e2.1o1|i	3	3	0;1;1	chr7	+	30875656-30882181;30875656-30882921;30875657-30882180	30875495-30875656;30882181-30882361;30882921-30882993	30875657-30882180	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A30882993-30875495
ATP6V1E2	ENSG00000250565.7	ENSG00000250565.7:t:46511847-46512812	-0.0999;0.1386;-0.0000;-0.0251	4.899e-01;6.492e-01;2.963e-07;1.825e-01	7.132e-02;3.143e-02;9.978e-01;2.484e-01	0.2757;0.3177;0.0072;0.3944	0.1560;0.4957;0.0068;0.3512	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2	4	4	0;1;1;0	chr2	-	46512812-46535813;46512812-46527941;46512812-46519590;46512812-46518945	46511847-46512812;46518945-46519957;46527878-46528047;46534300-46535927		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A46535927-46511847
GLI4	ENSG00000250571.7	ENSG00000250571.7:s:143274462-143274802	-0.0872;-0.0000;0.1110;-0.0104	4.211e-01;1.697e-05;5.346e-01;2.536e-02	9.286e-02;9.957e-01;5.592e-02;6.235e-01	0.1840;0.0040;0.7500;0.0363	0.0641;0.0033;0.9143;0.0160	s|1e1.1o2|1e1.2o2|1e2.1o2|1e2.2o2	4	3	0;0;0;0	chr8	+	143274802-143274978;143274802-143275195;143274802-143275897;143274802-143276003	143274462-143274802;143274978-143275751;143275897-143276931		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A143276931-143274462
RP11-295K3.1	ENSG00000250644.3	ENSG00000250644.3:t:1747667-1748119	-0.7606;-0.0427;0.8010	1.000e+00;1.647e-01;1.000e+00	0.000e+00;2.676e-01;7.341e-21	0.8946;0.1005;0.0048	0.1536;0.0346;0.8096	t|1e1.1o1|1e2.1o1|i	3	3	0;0;1	chr11	-	1748119-1753803;1748119-1753533;1748120-1753532	1747667-1748119;1753533-1753681;1753803-1753901	1748120-1753532	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A1753901-1747667
RPL32P3	ENSG00000251474.6	ENSG00000251474.6:s:129397040-129397535	0.0000;-0.1673;0.1661	2.878e-06;7.682e-01;7.652e-01	9.983e-01;1.578e-02;1.616e-02	0.0029;0.9083;0.0891	0.0042;0.7080;0.2878	s|1e1.1o2|2e1.2o2|2e2.1o1	3	3	0;0;0	chr3	-	129396425-129397043;129396420-129397040;129393795-129397040	129393607-129393795;129396196-129396425;129397040-129397535		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A129397535-129393607
RPL32P3	ENSG00000251474.6	ENSG00000251474.6:t:129382922-129384218	-0.0925;0.0000;-0.0032;-0.0120;0.1611	4.232e-01;3.368e-06;1.369e-03;1.418e-02;6.592e-01	6.985e-02;9.984e-01;8.720e-01;6.487e-01;2.301e-02	0.4650;0.0022;0.0315;0.0496;0.4475	0.3260;0.0029;0.0029;0.0029;0.6646	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|i	5	5	0;1;1;1;1	chr3	-	129384218-129393635;129384218-129393168;129384218-129389889;129384218-129385296;129384219-129385295	129382922-129384218;129385296-129385369;129389889-129390096;129391155-129393296;129393607-129393795	129384219-129385295	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A129393795-129382922
RPL32P3	ENSG00000251474.6	ENSG00000251474.6:t:129393607-129393795	0.0164;0.0652;-0.1169;0.0140	3.541e-02;3.306e-01;5.222e-01;1.113e-01	5.463e-01;1.239e-01;4.865e-02;3.446e-01	0.0041;0.1777;0.7155;0.0981	0.0547;0.2872;0.5473;0.1176	t|1e1.2o2|1e2.2o2|1e3.1o1|i	4	4	0;0;0;1	chr3	-	129393795-129399008;129393795-129397040;129393795-129396217;129393796-129396195	129393607-129393795;129396196-129396425;129397040-129397535;129399008-129399495	129393796-129396195	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A129399495-129393607
RP11-385D13.1	ENSG00000251537.4	ENSG00000251537.4:t:15642721-15642816	-0.1274;0.1274	5.949e-01;5.949e-01	4.042e-02;4.042e-02	0.7335;0.2665	0.5905;0.4095	t|1e1.1o1|1e2.1o1	2	3	0;1	chr17	-	15642816-15651091;15642816-15644726	15642721-15642816;15644726-na;15651091-15651653		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A15651653-15642721
LINC02482	ENSG00000251580.3	ENSG00000251580.3:s:6673684-6673965	0.0076;0.0550;-0.1200;0.0152	1.295e-02;2.795e-01;5.309e-01;7.538e-02	7.267e-01;1.447e-01;4.637e-02;4.160e-01	0.0033;0.6471;0.2861;0.0538	0.0368;0.7306;0.1274;0.0867	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1	4	4	0;0;0;0	chr4	-	6671502-6673684;6670999-6673684;6670993-6673684;6662036-6673684	6661940-6662036;6669563-6670999;6671430-6671502;6673684-6673965		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A6673965-6661940
