gene_name,gene_id,lsv_id,mean_dpsi_per_lsv_junction,probability_changing,probability_non_changing,Control10_mean_psi,TDP43KD10_mean_psi,lsv_type,num_junctions,num_exons,de_novo_junctions,seqid,strand,junctions_coords,exons_coords,ir_coords,ucsc_lsv_link
RP11-479O9.4,ENSG00000272693.4,ENSG00000272693.4:t:na-65722124,-0.1561;0.1561,7.616e-01;7.616e-01,1.759e-02;1.759e-02,0.2006;0.7994,0.0121;0.9879,t|1e1.1o1|1e2.1o1,2,3,1;1,chr7,-,65722124-65727055;65722124-65726771,na-65722124;65726771-65726944;65727055-65727108,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A65727108-65722114
STAG3L5P-PVRIG2P-PILRB,ENSG00000272752.6,ENSG00000272752.6:s:100345865-100345968,-0.0817;0.1285;-0.0000;0.0000;-0.0251,3.942e-01;6.208e-01;5.568e-07;2.148e-07;1.078e-01,9.875e-02;3.837e-02;9.979e-01;9.987e-01;3.478e-01,0.4752;0.3251;0.0076;0.0013;0.1768,0.3659;0.4836;0.0012;0.0065;0.1343,s|1e1.1o2|1e1.2o2|1e2.1o2|1e3.1o1|i,5,4,0;0;1;0;1,chr7,+,100345968-100349731;100345968-100349799;100345968-100351252;100345968-100352163;100345969-100349730,100345865-100345968;100349731-100349887;100351252-100351423;100352163-100352211,100345969-100349730,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A100352211-100345865
CHASERR,ENSG00000272888.7,ENSG00000272888.7:s:92882707-92883186,0.1038;-0.1038,5.372e-01;5.372e-01,5.623e-02;5.623e-02,0.1126;0.8874,0.2249;0.7751,s|1e1.1o1|1e2.1o1,2,3,0;0,chr15,+,92883186-92883585;92883186-92885515,92882707-92883186;92883585-92883619;92884371-92885584,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A92885584-92882707
DGCR5,ENSG00000273032.3,ENSG00000273032.3:s:18970439-18970658,0.0000;-0.0129;-0.2164;0.2391,5.473e-07;1.438e-01;8.855e-01;8.957e-01,9.993e-01;2.895e-01;5.115e-03;3.895e-03,0.0022;0.3617;0.4161;0.2344,0.0029;0.3247;0.1748;0.5028,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1,4,5,0;0;0;0,chr22,+,18970658-18985836;18970658-18987757;18970658-18990720;18970658-19014353,18970439-18970658;18985836-18986019;18987757-18987900;18990720-18990924;19014353-19014506,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr22%3A19014506-18970439
NBPF26,ENSG00000273136.7,ENSG00000273136.7:s:120833603-120833775,0.2451;-0.1852;-0.0318,9.953e-01;8.232e-01;1.352e-01,3.125e-05;1.016e-02;3.062e-01,0.0134;0.8190;0.1676,0.2778;0.6155;0.1103,s|1e3.2o2|2e1.1o1|2e2.1o1,3,4,1;0;0,chr1,+,120833682-120837249;120833775-120834495;120833775-120836517,120833603-120833775;120834495-120834546;120836517-120836568;120837169-120837361,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A120837361-120833603
NBPF26,ENSG00000273136.7,ENSG00000273136.7:t:120837169-120837361,-0.0378;-0.1244;0.2137,1.727e-01;5.944e-01;9.487e-01,2.497e-01;4.141e-02;2.103e-03,0.1797;0.7963;0.0234,0.1140;0.6180;0.2675,t|1e2.1o1|1e3.1o1|2e1.1o2,3,4,0;0;1,chr1,+,120834546-120837169;120836568-120837169;120833682-120837249,120833603-120833775;120834495-120834546;120836517-120836568;120837169-120837361,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A120837361-120833603
RP4-583P15.15,ENSG00000273154.3,ENSG00000273154.3:s:63708864-63709164,0.0558;0.0149;0.3250;-0.4704,1.178e-01;3.000e-02;1.000e+00;1.000e+00,3.163e-01;5.519e-01;1.312e-18;0.000e+00,0.0008;0.0533;0.0008;0.9451,0.0874;0.0761;0.3408;0.4840,s|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1,4,3,1;1;1;0,chr20,+,63708979-63732003;63708979-63733219;63709164-63732003;63709164-63733219,63708864-63709164;63732003-63732045;63733219-63733352,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A63733352-63708864
RP4-583P15.15,ENSG00000273154.3,ENSG00000273154.3:s:63733587-63733804,-0.1067;-0.0001;0.0000;0.0027;0.0921,5.448e-01;1.210e-05;6.003e-08;2.907e-04;4.587e-01,6.195e-02;9.445e-01;9.994e-01;8.805e-01;8.924e-02,0.7891;0.0267;0.0006;0.0183;0.1630,0.6652;0.0241;0.0068;0.0321;0.2696,s|1e1.1o1|2e1.1o1|2e2.1o1|3e1.1o1|i,5,3,0;1;0;1;1,chr20,+,63733739-63734705;63733775-63734705;63733775-63737533;63733804-63734705;63733805-63734704,63733587-63733804;63734705-63734824;63737533-63737647,63733805-63734704,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A63737647-63733587
RP4-583P15.15,ENSG00000273154.3,ENSG00000273154.3:t:63733219-63733352,0.0262;-0.3667;0.2973,7.775e-02;1.000e+00;1.000e+00,4.072e-01;4.775e-10;6.437e-11,0.0536;0.9454;0.0010,0.0946;0.5840;0.3197,t|1e1.1o2|1e1.2o2|1e2.1o1,3,3,1;0;1,chr20,+,63708979-63733219;63709164-63733219;63732045-63733219,63708864-63709164;63732003-63732045;63733219-63733352,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A63733352-63708864
RP11-182J1.18,ENSG00000275120.3,ENSG00000275120.3:t:84603860-84604333,-0.1684;0.0000;0.0000;0.1656,7.483e-01;1.575e-05;1.575e-05;7.341e-01,1.705e-02;9.957e-01;9.957e-01;1.831e-02,0.2517;0.0035;0.0035;0.7419,0.0602;0.0041;0.0041;0.9315,t|1e2.1o1|2e1.1o1|2e3.1o1|i,4,4,1;0;0;1,chr15,-,84604333-84614655;84603985-84631299;84603985-84606362;84604334-84606361,84603860-84604333;84606362-84606463;84614655-84614827;84631299-84632278,84604334-84606361,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A84632278-84603860
ARHGAP23,ENSG00000275832.5,ENSG00000275832.5:s:38471863-38472006,-0.1533;0.1533,7.752e-01;7.752e-01,1.680e-02;1.680e-02,0.9743;0.0257,0.7996;0.2004,s|1e1.1o1|1e2.1o1,2,3,0;0,chr17,+,38472006-38477579;38472006-38477828,38471863-38472006;38477579-38477705;38477828-38477896,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A38477896-38471863
ARHGAP23,ENSG00000275832.5,ENSG00000275832.5:s:38497785-38497826,0.1302;-0.1302,6.313e-01;6.313e-01,3.492e-02;3.492e-02,0.5439;0.4561,0.7133;0.2867,s|1e1.1o1|1e2.1o1,2,3,0;0,chr17,+,38497826-38498414;38497826-38500597,38497785-38497826;38498414-38498510;38500333-38501124,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A38501124-38497785
ARHGAP23,ENSG00000275832.5,ENSG00000275832.5:t:38477828-38477896,0.1512;-0.0040;-0.1396,7.288e-01;5.045e-02;6.420e-01,2.115e-02;4.883e-01;3.093e-02,0.0364;0.0568;0.9042,0.2206;0.0563;0.7122,t|1e1.1o1|1e2.1o1|i,3,3,0;0;0,chr17,+,38472006-38477828;38477705-38477828;38477706-38477827,38471863-38472006;38477579-38477705;38477828-38477896,38477706-38477827,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A38477896-38471863
FRG1HP,ENSG00000276291.5,ENSG00000276291.5:s:40994633-40994699,-0.0184;0.1016;-0.0022;-0.0569,9.862e-02;4.946e-01;3.075e-04;2.371e-01,3.664e-01;6.750e-02;9.098e-01;1.989e-01,0.6021;0.2382;0.0236;0.1226,0.5792;0.3622;0.0075;0.0500,s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1,4,4,0;0;1;1,chr9,+,40994699-41007440;40994699-41008881;40994699-41008920;40994699-41011617,40994633-40994699;41007440-41007609;41008881-41009006;41011617-41011730,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A41011730-40994633
FRG1HP,ENSG00000276291.5,ENSG00000276291.5:s:41011617-41011730,0.1801;-0.1040;-0.0582;0.0000,9.291e-01;5.401e-01;1.763e-01;6.708e-21,2.308e-03;6.313e-02;2.601e-01;1.000e+00,0.5980;0.2612;0.1388;0.0008,0.7872;0.1392;0.0675;0.0007,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1,4,5,1;1;0;0,chr9,+,41011730-41013781;41011730-41015024;41011730-41032834;41011730-41195101,41011617-41011730;41013781-na;41015024-41015186;41032834-41033022;41195101-41195134,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A41195134-41011617
FRG1HP,ENSG00000276291.5,ENSG00000276291.5:t:41008881-41009006,0.1207;-0.1040;-0.0011,5.887e-01;5.109e-01;4.697e-05,4.490e-02;6.321e-02;9.512e-01,0.1960;0.7781;0.0217,0.3492;0.6486;0.0077,t|1e1.1o1|1e2.1o1|2e1.1o1,3,3,0;1;1,chr9,+,40994699-41008881;41007609-41008881;40994699-41008920,40994633-40994699;41007440-41007609;41008881-41009006,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A41009006-40994633
RP5-874C20.8,ENSG00000276302.1,ENSG00000276302.1:s:28271854-28271934,0.1012;-0.1012,4.826e-01;4.826e-01,6.413e-02;6.413e-02,0.1151;0.8849,0.2537;0.7463,s|1e1.1o1|i,2,2,0;1,chr6,+,28271934-28272670;28271935-28272669,28271854-28271934;28272670-28272787,28271935-28272669,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A28272787-28271854
HERC2P2,ENSG00000276550.4,ENSG00000276550.4:s:22560998-22561059,-0.3735;-0.0043;0.4043,1.000e+00;6.064e-03;1.000e+00,0.000e+00;6.515e-01;1.112e-10,0.4030;0.0569;0.5466,0.0021;0.0510;0.9470,s|1e1.1o1|1e2.1o2|i,3,3,1;1;1,chr15,+,22561059-22561122;22561059-22561184;22561060-22561059,22560998-22561059;22561060-22561121;22561122-22561183;22561184-22561454,22561060-22561059,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A22561454-22560998
HERC2P2,ENSG00000276550.4,ENSG00000276550.4:s:22587344-22587876,-0.1009;0.1053;-0.0035,5.174e-01;5.414e-01;2.718e-03,7.147e-02;6.422e-02;6.895e-01,0.2943;0.5971;0.1094,0.1828;0.7132;0.1022,s|1e1.1o2|1e1.2o2|i,3,2,1;0;1,chr15,+,22587391-22589680;22587391-22589943;22587877-22589679,22587344-22587876;22589680-22590815,22587877-22589679,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A22590815-22587344
HERC2P2,ENSG00000276550.4,ENSG00000276550.4:t:22561122-22561183,-0.3991;0.3991,1.000e+00;1.000e+00,0.000e+00;2.249e-16,0.4222;0.5778,0.0033;0.9967,t|1e1.1o1|i,2,2,1;1,chr15,+,22561059-22561122;22561122-22561121,22560998-22561059;22561060-22561121;22561122-22561183,22561122-22561121,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A22561183-22560998
SRCIN1,ENSG00000277363.5,ENSG00000277363.5:t:38568211-38568234,0.0851;-0.1852;0.0316;0.0135;0.0087,4.065e-01;7.574e-01;1.049e-01;8.679e-02;3.064e-02,9.326e-02;1.382e-02;3.512e-01;3.877e-01;5.511e-01,0.2855;0.4820;0.0611;0.1020;0.0703,0.4037;0.2860;0.1140;0.1123;0.0857,t|1e1.1o1|1e2.1o1|1e3.1o1|2e1.1o1|2e2.1o1,5,4,1;0;0;0;1,chr17,-,38568234-38578490;38568234-38574876;38568234-38572668;38568231-38578490;38568231-38574876,38568211-38568234;38572668-38572820;38574876-38574974;38578490-38578791,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A38578791-38568211
PGM5P2,ENSG00000277778.2,ENSG00000277778.2:t:na-41011730,-0.1380;0.1380,7.575e-01;7.575e-01,1.785e-02;1.785e-02,0.3049;0.6951,0.1532;0.8468,t|1e1.1o1|1e2.1o1,2,3,1;1,chr9,-,41011730-41015024;41011730-41013781,na-41011730;41013781-na;41015024-41015186,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A41015186-41011720
PMS2P2,ENSG00000278416.1,ENSG00000278416.1:s:75358910-75359256,0.0521;-0.1252;0.0643;0.0000,2.870e-01;5.385e-01;3.227e-01;2.983e-06,1.472e-01;4.159e-02;1.136e-01;9.985e-01,0.1477;0.6466;0.2058;0.0025,0.2258;0.4702;0.2994;0.0032,s|1e1.1o1|1e2.1o2|1e2.2o2|2e2.1o2,4,3,1;1;1;0,chr7,-,75358535-75358944;75355688-75358944;75355683-75358944;75355688-75358910,75355549-75355688;75358312-75358535;75358910-75359256,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A75359256-75355549
ACACA,ENSG00000278540.5,ENSG00000278540.5:t:37339804-37339850,0.0858;0.0018;-0.1135;-0.0029;0.0003,4.245e-01;4.166e-06;6.022e-01;1.608e-06;3.845e-08,1.001e-01;9.296e-01;4.648e-02;8.809e-01;9.868e-01,0.2944;0.0059;0.6476;0.0400;0.0097,0.3940;0.0320;0.5182;0.0230;0.0246,t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|1e4.1o1,5,5,0;0;0;1;0,chr17,-,37339850-37406262;37339850-37365443;37339850-37358999;37339850-37358994;37339850-37345253,37339804-37339850;37345253-37345382;37358994-37359121;37365443-37365750;37406262-37406836,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A37406836-37339804
CH17-140K24.7,ENSG00000278936.1,ENSG00000278936.1:s:141201124-141201396,0.0000;0.1519;-0.1519,1.216e-08;7.678e-01;7.672e-01,9.999e-01;1.807e-02;1.814e-02,0.0022;0.1117;0.8861,0.0025;0.2880;0.7096,s|1e3.2o2|2e1.1o1|2e2.1o1,3,4,0;1;1,chr5,-,141183849-141201266;141193901-141201124;141188667-141201124,na-141188667;na-141193901;141183401-141184014;141201124-141201396,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A141201396-141183401
CH17-140K24.7,ENSG00000278936.1,ENSG00000278936.1:t:141183401-141184014,0.1020;-0.0000;-0.0000;-0.1009,5.083e-01;2.434e-08;2.434e-08;5.027e-01,6.651e-02;9.999e-01;9.999e-01;6.801e-02,0.1671;0.0021;0.0021;0.8290,0.2994;0.0017;0.0017;0.6968,t|1e2.1o1|2e1.1o2|2e3.1o1|i,4,4,1;0;0;1,chr5,-,141184014-141188774;141183849-141201266;141183849-141184096;141184015-141184095,141183401-141184014;141184096-141184843;141188774-141188809;141201124-141201396,141184015-141184095,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A141201396-141183401
CH17-140K24.5,ENSG00000279068.1,ENSG00000279068.1:s:141187019-141187418,0.1006;-0.1006,5.119e-01;5.119e-01,6.946e-02;6.946e-02,0.2078;0.7922,0.3261;0.6739,s|1e1.1o1|i,2,2,0;1,chr5,+,141187353-141188538;141187419-141188537,141187019-141187418;141188538-141188582,141187419-141188537,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A141188582-141187019
TSTD3,ENSG00000279170.3,ENSG00000279170.3:t:99526064-99526109,0.2126;-0.2126,8.555e-01;8.555e-01,6.625e-03;6.625e-03,0.5078;0.4922,0.7663;0.2337,t|1e1.1o1|1e2.1o1,2,3,0;1,chr6,+,99521147-99526064;99521800-99526064,na-99521800;99520976-99521147;99526064-99526109,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A99526109-99520976
WASH9P,ENSG00000279457.4,ENSG00000279457.4:s:187129-187287,0.1230;-0.1230,5.483e-01;5.483e-01,4.362e-02;4.362e-02,0.1961;0.8039,0.3643;0.6357,s|1e1.1o1|i,2,2,0;1,chr1,-,186469-187129;186470-187128,186317-186469;187129-187287,186470-187128,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A187287-186317
CH17-140K24.2,ENSG00000280029.4,ENSG00000280029.4:s:141201124-na,0.1519;-0.1519,7.675e-01;7.675e-01,1.810e-02;1.810e-02,0.1128;0.8872,0.2892;0.7108,s|1e1.1o1|1e2.2o2,2,3,1;1,chr5,-,141193901-141201124;141188667-141201124,na-141193901;141188639-141188773;141201124-na,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A141201134-141188639
CH17-140K24.2,ENSG00000280029.4,ENSG00000280029.4:t:141136683-141137183,0.0001;-0.1127;0.1151,2.073e-05;5.588e-01;5.758e-01,9.947e-01;5.743e-02;5.264e-02,0.0041;0.1473;0.8487,0.0052;0.0052;0.9895,t|1e1.1o1|2e2.1o1|3e3.1o1,3,4,0;1;1,chr5,-,141137183-141241673;141136886-141174291;141136751-141151572,141136683-141137183;141151572-141151742;141174291-na;141241673-141241744,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A141241744-141136683
FRG1KP,ENSG00000280286.1,ENSG00000280286.1:s:65649284-65649372,-0.2018;0.2018,7.349e-01;7.349e-01,1.280e-02;1.280e-02,0.4348;0.5652,0.1948;0.8052,s|1e1.1o1|i,2,2,0;1,chr9,-,65648305-65649284;65648306-65649283,65648196-65648305;65649284-65649372,65648306-65649283,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A65649372-65648196
RP11-274B21.1,ENSG00000280828.1,ENSG00000280828.1:t:128591850-128592017,-0.0685;-0.1093;0.1998,3.279e-01;5.585e-01;8.385e-01,1.351e-01;5.720e-02;8.033e-03,0.2330;0.2022;0.5666,0.1393;0.0737;0.7828,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,1;1;0,chr7,+,128574791-128591850;128578933-128591850;128580094-128591850,128574720-128574791;128578890-128578933;128579999-128580094;128591850-128592017,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A128592017-128574720
LINC00581,ENSG00000280989.2,ENSG00000280989.2:t:21502442-21502511,0.1105;-0.1115;-0.0002,5.582e-01;5.634e-01;9.629e-05,5.812e-02;5.646e-02;9.881e-01,0.0069;0.9861;0.0069,0.1589;0.8363;0.0043,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,1;0;0,chr6,-,21502511-21521389;21502511-21521251;21502511-21511536,21502442-21502511;21511536-21511895;21521251-21521301;21521389-21521414,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A21521414-21502442
SNHG4,ENSG00000281398.4,ENSG00000281398.4:t:139282739-139284899,-0.1023;0.1269;-0.0057;0.0012,5.288e-01;6.576e-01;6.706e-04;3.321e-02,6.724e-02;3.569e-02;8.038e-01;5.391e-01,0.2772;0.5355;0.0408;0.1419,0.1435;0.6928;0.0090;0.1529,t|1e1.1o1|1e2.1o1|2e1.1o1|i,4,3,0;0;1;1,chr5,+,139279129-139282739;139280058-139282739;139279129-139283531;139280948-139282738,139279051-139279388;139279935-139280947;139282739-139284899,139280948-139282738,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A139284899-139279051
LINC01012,ENSG00000281706.3,ENSG00000281706.3:s:27702314-27702713,0.0000;-0.0196;0.1375;-0.0789;-0.0052,2.273e-05;3.686e-02;5.638e-01;3.610e-01;4.832e-02,9.955e-01;5.237e-01;3.376e-02;8.951e-02;4.922e-01,0.0031;0.0687;0.4816;0.3922;0.0554,0.0035;0.0035;0.6789;0.2626;0.0568,s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o2|1e4.1o1,5,5,0;0;0;0;1,chr6,+,27702417-27706639;27702417-27707339;27702417-27710124;27702417-27710681;27702417-27713004,27702314-27702713;27706639-27709157;27710124-27710225;27710681-27711354;27713004-27713352,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A27713352-27702314
LINC01012,ENSG00000281706.3,ENSG00000281706.3:t:27710681-27711354,-0.1807;0.1807,7.278e-01;7.278e-01,1.584e-02;1.584e-02,0.3927;0.6073,0.1782;0.8218,t|1e1.1o1|1e2.1o1,2,3,0;0,chr6,+,27702417-27710681;27710225-27710681,27702314-27702713;27710124-27710225;27710681-27711354,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A27711354-27702314
LINC01002,ENSG00000282508.2,ENSG00000282508.2:s:205170-205411,0.1979;-0.1760;-0.0020,8.457e-01;7.687e-01;1.471e-03,7.950e-03;1.439e-02;9.061e-01,0.0711;0.9018;0.0213,0.2974;0.6979;0.0055,s|1e1.1o1|1e2.2o2|1e3.1o1,3,4,0;0;0,chr19,-,205076-205170;204065-205170;201662-205170,201455-201662;204012-204079;204818-205076;205170-205411,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A205411-201455
LINC01002,ENSG00000282508.2,ENSG00000282508.2:t:221141-221504,0.1298;-0.1741;0.0025;0.0050,6.113e-01;7.709e-01;9.704e-04;2.570e-03,3.697e-02;1.465e-02;8.822e-01;7.998e-01,0.4952;0.4744;0.0112;0.0123,0.6765;0.2588;0.0298;0.0393,t|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3,4,3,0;0;0;1,chr19,-,221205-229636;221205-223967;221205-223938;221205-223882,221141-221504;223882-224007;229636-230164,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A230164-221141
FRG1CP,ENSG00000282826.2,ENSG00000282826.2:s:28581919-28582029,-0.1555;0.0250;0.0897,7.604e-01;1.849e-01;4.264e-01,1.840e-02;2.330e-01;7.795e-02,0.2399;0.3771;0.3906,0.0504;0.4191;0.5392,s|1e1.1o1|1e2.1o1|i,3,3,0;0;1,chr20,-,28580744-28581919;28565400-28581919;28580745-28581918,28563850-28565400;28580709-28580744;28581919-28582029,28580745-28581918,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A28582029-28563850
FRG1CP,ENSG00000282826.2,ENSG00000282826.2:s:28586299-28586403,-0.0626;0.1077;-0.0229;-0.0000,2.737e-01;5.512e-01;1.490e-02;6.583e-21,1.778e-01;5.896e-02;5.452e-01;9.991e-01,0.7484;0.1622;0.0684;0.0199,0.6693;0.2766;0.0394;0.0125,s|1e1.1o1|1e2.1o1|1e3.1o1|i,4,4,0;0;0;1,chr20,-,28583946-28586299;28583110-28586299;28565400-28586299;28583947-28586298,28563850-28565400;28583019-28583110;28583870-28583946;28586299-28586403,28583947-28586298,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A28586403-28563850
FRG1CP,ENSG00000282826.2,ENSG00000282826.2:t:28583019-28583110,0.1338;-0.1338,6.776e-01;6.776e-01,3.018e-02;3.018e-02,0.2774;0.7226,0.4301;0.5699,t|1e1.1o1|1e2.1o1,2,3,0;0,chr20,-,28583110-28586299;28583110-28583870,28583019-28583110;28583870-28583946;28586299-28586403,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A28586403-28583019
LLNLR-245B6.1,ENSG00000283103.3,ENSG00000283103.3:s:58314671-58315036,-0.1689;0.0000;0.0858;0.0000;0.0000;0.0266,8.089e-01;3.057e-06;4.056e-01;3.057e-06;3.057e-06;1.656e-01,1.285e-02;9.987e-01;8.646e-02;9.987e-01;9.987e-01;2.550e-01,0.2305;0.0018;0.2419;0.0018;0.0018;0.5093,0.0410;0.0025;0.3719;0.0025;0.0025;0.5693,s|1e1.2o2|1e2.2o2|2e2.1o2|3e1.1o2|3e1.2o2|i,6,3,0;0;1;0;0;1,chr19,-,58313113-58314806;58312288-58314806;58312403-58314748;58313181-58314671;58313113-58314671;58313182-58314670,58309727-58312403;58312970-58313181;58314671-58315036,58313182-58314670,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A58315036-58309727
LLNLR-245B6.1,ENSG00000283103.3,ENSG00000283103.3:s:58326823-58327248,-0.4056;0.4056,1.000e+00;1.000e+00,0.000e+00;1.067e-17,0.6336;0.3664,0.2342;0.7658,s|1e1.1o1|1e2.1o1,2,3,0;0,chr19,-,58325361-58326823;58315036-58326823,58314671-58315036;58325172-58325361;58326823-58327248,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A58327248-58314671
LLNLR-245B6.1,ENSG00000283103.3,ENSG00000283103.3:t:58314671-58315036,0.4653;-0.4275;-0.0001;-0.0011;0.0000,1.000e+00;1.000e+00;6.738e-21;2.822e-08;2.198e-08,2.167e-20;0.000e+00;9.967e-01;9.543e-01;9.658e-01,0.3539;0.5676;0.0212;0.0302;0.0289,0.8005;0.1523;0.0078;0.0099;0.0283,t|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3|1e3.1o1,5,4,0;0;1;1;0,chr19,-,58315036-58326823;58315036-58325275;58315036-58325247;58315036-58325172;58315036-58322362,58314671-58315036;58322362-58322494;58325172-58325361;58326823-58327248,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A58327248-58314671
RP11-681B3.4,ENSG00000283294.1,ENSG00000283294.1:t:14252294-na,-0.1079;0.1079,5.015e-01;5.015e-01,5.783e-02;5.783e-02,0.7529;0.2471,0.5917;0.4083,t|1e1.1o1|1e2.1o1,2,3,1;1,chr18,+,14250407-14252294;14252140-14252294,na-14252140;14250288-14250407;14252294-na,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr18%3A14252304-14250288
RP11-505D17.1,ENSG00000283549.1,ENSG00000283549.1:t:7786788-7786948,-0.1225;0.1225,5.722e-01;5.722e-01,4.538e-02;4.538e-02,0.9846;0.0154,0.8118;0.1882,t|1e1.1o1|1e2.1o1,2,3,1;1,chr7,+,7673453-7786788;7676208-7786788,na-7676208;7673309-7673453;7786788-7786948,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A7786948-7673309
RP5-994D16.12,ENSG00000283580.3,ENSG00000283580.3:t:42773546-42773649,-0.0322;0.0051;0.1517;-0.0109;-0.0707;0.0000,1.013e-01;6.347e-03;7.057e-01;1.436e-02;3.215e-01;2.485e-06,3.555e-01;7.715e-01;2.324e-02;6.593e-01;1.485e-01;9.987e-01,0.0951;0.0135;0.7104;0.0483;0.1260;0.0021,0.0309;0.0339;0.8960;0.0022;0.0284;0.0022,t|1e1.1o2|1e1.2o2|2e1.1o2|2e2.1o2|2e2.2o2|i,6,3,1;0;1;1;1;1,chr1,+,42767390-42773546;42767624-42773546;42767390-42773563;42769032-42773563;42769106-42773563;42769107-42773545,42767292-42767624;42768988-42769106;42773546-42773649,42769107-42773545,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A42773649-42767292
RP11-15H20.6,ENSG00000284428.1,ENSG00000284428.1:s:23260659-23260934,-0.1084;0.1084,5.349e-01;5.349e-01,5.877e-02;5.877e-02,0.7185;0.2815,0.5910;0.4090,s|1e1.1o1|i,2,2,0;0,chr19,-,23260116-23260864;23260117-23260658,23259906-23260116;23260659-23260934,23260117-23260658,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A23260934-23259906
