# {
#     "changing_threshold": 0.1,
#     "command": "/SAN/vyplab/alb_projects/pipelines/splicing/env/bin/voila tsv /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/builder/splicegraph.sql /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi/Control6-TDP43KD6.deltapsi.voila -f /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi_voila_tsv/Control6-TDP43KD6.psi.tsv --threshold 0.1",
#     "group_sizes": {
#         "Control6": 4,
#         "TDP43KD6": 4
#     },
#     "non_changing_threshold": 0.05,
#     "voila_version": "2.3"
# }
gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	Control6_mean_psi	TDP43KD6_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
ICA1L	ENSG00000163596.17	ENSG00000163596.17:t:202828848-202829234	0.0222;0.0221;0.0003;0.0001;-0.1257;0.0415;-0.0032;0.0004;0.0000	1.377e-01;5.976e-02;3.662e-06;1.139e-06;6.496e-01;1.575e-01;5.420e-04;8.246e-06;6.541e-21	2.985e-01;4.438e-01;9.860e-01;9.931e-01;3.551e-02;2.738e-01;8.813e-01;9.733e-01;1.000e+00	0.4615;0.0911;0.0006;0.0058;0.3069;0.0839;0.0321;0.0099;0.0006	0.5146;0.1271;0.0190;0.0130;0.1600;0.1511;0.0006;0.0199;0.0006	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1|1e8.1o1	9	9	0;0;0;0;0;0;0;1;0	chr2	-	202829016-202871619;202829016-202871191;202829016-202871161;202829016-202870930;202829016-202870530;202829016-202869536;202829016-202860147;202829016-202844824;202829016-202844237	202828848-202829234;202844237-202844382;202844824-na;202860147-202860244;202869536-202869605;202870530-202870914;202870930-202871046;202871161-202871475;202871619-202871766		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A202871766-202828848
CADPS	ENSG00000163618.18	ENSG00000163618.18:s:62491339-62491480	-0.1733;0.1733	7.126e-01;7.126e-01	1.680e-02;1.680e-02	0.3488;0.6512	0.1189;0.8811	s|1e1.1o1|1e2.1o1	2	3	0;0	chr3	-	62481869-62491339;62478416-62491339	62478006-62478416;62481723-62481869;62491339-62491480		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A62491480-62478006
CADPS	ENSG00000163618.18	ENSG00000163618.18:t:62478006-62478416	0.3087;-0.3087	9.360e-01;9.360e-01	1.522e-03;1.522e-03	0.6325;0.3675	0.9552;0.0448	t|1e1.1o1|1e2.1o1	2	3	0;0	chr3	-	62478416-62491339;62478416-62481723	62478006-62478416;62481723-62481869;62491339-62491480		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A62491480-62478006
ATXN7	ENSG00000163635.20	ENSG00000163635.20:s:63912588-63912923	-0.1697;0.0227;0.1329	8.118e-01;6.532e-02;6.921e-01	1.163e-02;4.312e-01;2.859e-02	0.9255;0.0444;0.0312	0.7331;0.0810;0.1940	s|1e1.1o2|1e1.2o2|1e2.1o1	3	3	0;1;1	chr3	+	63912923-63913157;63912923-63913163;63912923-63952379	63912588-63912923;63913157-63913225;63952379-63952483		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A63952483-63912588
SLMAP	ENSG00000163681.16	ENSG00000163681.16:s:57864548-57864716	-0.0349;-0.0088;-0.0085;0.1076;-0.0028	1.590e-01;1.307e-03;1.300e-02;5.385e-01;5.307e-04	2.720e-01;7.469e-01;6.421e-01;5.879e-02;8.936e-01	0.5021;0.0430;0.0957;0.3243;0.0330	0.4555;0.0139;0.0716;0.4504;0.0048	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e5.1o2	5	6	0;0;0;0;0	chr3	+	57864716-57864807;57864716-57865242;57864716-57871636;57864716-57890041;57864716-57896511	57864548-57864716;57864807-57864857;57865242-57865292;57871636-57871698;57889991-57891206;57896511-57896591		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A57896591-57864548
SLMAP	ENSG00000163681.16	ENSG00000163681.16:s:57865242-57865292	-0.1629;0.1629	7.042e-01;7.042e-01	1.915e-02;1.915e-02	0.9288;0.0712	0.7203;0.2797	s|1e1.1o1|1e2.1o2	2	3	0;0	chr3	+	57865292-57871636;57865292-57890041	57865242-57865292;57871636-57871698;57889991-57891206		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A57891206-57865242
ABHD6	ENSG00000163686.15	ENSG00000163686.15:s:58285197-58285453	0.1195;-0.1195	6.020e-01;6.020e-01	4.346e-02;4.346e-02	0.1549;0.8451	0.3042;0.6958	s|1e1.1o2|1e1.2o2	2	2	1;0	chr3	+	58285453-58293586;58285453-58293589	58285197-58285453;58293586-58293658		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A58293658-58285197
CFAP20DC	ENSG00000163689.20	ENSG00000163689.20:s:58753700-58753863	-0.1471;0.0000;0.1418;0.0000	6.940e-01;1.388e-04;6.741e-01;1.388e-04	2.394e-02;9.850e-01;2.764e-02;9.850e-01	0.9840;0.0053;0.0053;0.0053	0.8072;0.0056;0.1824;0.0056	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr3	-	58742572-58753769;58737224-58753769;58734558-58753769;58717628-58753769	58717365-58717628;58734472-58734558;58737156-58737224;58742006-58742572;58753700-58753863		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A58753863-58717365
CFAP20DC	ENSG00000163689.20	ENSG00000163689.20:s:58937648-58937762	0.1120;-0.1120	5.841e-01;5.841e-01	4.848e-02;4.848e-02	0.7906;0.2094	0.9188;0.0812	s|1e1.1o1|1e2.1o1	2	3	0;0	chr3	-	58913864-58937648;58884709-58937648	58884545-58884709;58913570-58913864;58937648-58937762		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A58937762-58884545
CFAP20DC	ENSG00000163689.20	ENSG00000163689.20:t:58884545-58884709	-0.1800;0.2509;-0.0268	7.867e-01;9.138e-01;5.104e-02	1.208e-02;2.843e-03;4.587e-01	0.3502;0.5866;0.0633	0.1245;0.8718;0.0038	t|1e1.1o1|1e2.1o2|1e2.2o2	3	3	0;0;0	chr3	-	58884709-58937648;58884709-58913708;58884709-58913698	58884545-58884709;58913570-58913864;58937648-58937762		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A58937762-58884545
APBB2	ENSG00000163697.17	ENSG00000163697.17:s:40856985-40857192	0.0036;0.0392;0.0754;0.0000;-0.1384	4.086e-02;2.067e-01;3.637e-01;4.980e-09;6.403e-01	5.158e-01;2.161e-01;1.114e-01;9.999e-01;3.005e-02	0.0846;0.2105;0.2108;0.0014;0.5047	0.0873;0.2650;0.3127;0.0015;0.3310	s|1e1.1o1|1e2.2o2|2e1.1o1|2e2.1o2|2e2.2o2	5	3	0;0;0;0;0	chr4	-	40842375-40857026;40830577-40857026;40842375-40856985;40830583-40856985;40830577-40856985	40830458-40830583;40842370-40842516;40856985-40857192		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A40857192-40830458
APBB2	ENSG00000163697.17	ENSG00000163697.17:s:40890309-40890491	-0.1318;0.1318	6.234e-01;6.234e-01	3.397e-02;3.397e-02	0.8679;0.1321	0.6839;0.3161	s|1e1.1o1|1e2.2o2	2	3	0;0	chr4	-	40842375-40890364;40830577-40890364	40830458-40830583;40842370-40842516;40890309-40890491		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A40890491-40830458
APBB2	ENSG00000163697.17	ENSG00000163697.17:s:41214405-41214618	-0.0000;-0.0103;0.2393;-0.2205	5.426e-06;3.580e-02;8.736e-01;8.663e-01	9.975e-01;5.322e-01;4.542e-03;5.355e-03	0.0035;0.0717;0.6067;0.3188	0.0033;0.0500;0.8697;0.0722	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;1;0;1	chr4	-	41194145-41214405;41177690-41214405;41143142-41214405;41100750-41214405	41100639-41100750;41142987-41143142;41177559-41177690;41193793-41194145;41214405-41214618		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A41214618-41100639
APBB2	ENSG00000163697.17	ENSG00000163697.17:t:40830458-40830583	-0.0000;0.0749;0.0072;-0.1298;0.0291	6.541e-21;3.284e-01;3.718e-02;6.628e-01;1.286e-01	1.000e+00;1.385e-01;5.189e-01;3.229e-02;3.136e-01	0.0009;0.0410;0.1399;0.3258;0.5049	0.0009;0.1293;0.1495;0.1865;0.5364	t|1e2.2o2|2e1.1o1|2e2.1o2|2e2.2o2|2e3.1o1	5	4	0;0;0;0;0	chr4	-	40830583-40856985;40830577-40890364;40830577-40857026;40830577-40856985;40830577-40842370	40830458-40830583;40842370-40842516;40856985-40857192;40890309-40890491		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A40890491-40830458
GNL3	ENSG00000163938.17	ENSG00000163938.17:s:52686171-52686425	0.1253;-0.1271;0.0001	5.588e-01;5.690e-01;2.235e-04	3.931e-02;3.799e-02;9.786e-01	0.7553;0.2380;0.0065	0.9302;0.0635;0.0078	s|1e1.1o1|2e1.1o1|2e2.1o1	3	3	0;0;0	chr3	+	52686202-52686769;52686425-52686769;52686425-52687246	52686171-52686425;52686769-52686955;52687246-52687383		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A52687383-52686171
TASOR	ENSG00000163946.14	ENSG00000163946.14:s:56633044-56633972	0.1506;-0.1542;-0.0000	7.825e-01;7.983e-01;5.924e-06	1.565e-02;1.362e-02;9.969e-01	0.0041;0.9917;0.0041	0.1841;0.8116;0.0043	s|1e1.1o1|2e1.1o1|i	3	2	1;0;1	chr3	-	56628614-56633899;56628614-56633044;56629104-56633043	56628492-56628640;56633044-56633972	56629104-56633043	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A56633972-56628492
TASOR	ENSG00000163946.14	ENSG00000163946.14:t:56628492-56628640	-0.0378;0.1470;-0.0814;0.0000	1.213e-01;7.652e-01;3.965e-01;2.554e-06	3.224e-01;1.662e-02;9.893e-02;9.984e-01	0.0790;0.0028;0.9151;0.0028	0.0158;0.1797;0.7970;0.0032	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1	4	4	1;1;0;0	chr3	-	56628614-56638706;56628614-56633899;56628614-56633044;56628614-56628744	56628492-56628640;56628744-56629103;56633044-56633972;56638706-56638765		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A56638765-56628492
MELTF	ENSG00000163975.12	ENSG00000163975.12:s:197021294-197021471	-0.1404;0.1467;-0.0046	7.456e-01;7.643e-01;3.606e-03	2.160e-02;1.901e-02;6.920e-01	0.5152;0.4308;0.0548	0.3538;0.6037;0.0448	s|1e1.1o1|1e2.1o1|i	3	3	0;0;1	chr3	-	197019801-197021404;197017290-197021404;197019802-197021293	197017103-197017290;197018953-197019801;197021294-197021471	197019802-197021293	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A197021471-197017103
RNF123	ENSG00000164068.16	ENSG00000164068.16:s:49689538-49689822	0.1574;-0.0000;-0.1547;-0.0030	7.552e-01;1.435e-10;7.641e-01;1.449e-02	1.743e-02;1.000e+00;1.736e-02;6.136e-01	0.6368;0.0016;0.3046;0.0650	0.8048;0.0014;0.1302;0.0572	s|1e1.1o1|1e2.1o1|2e1.1o1|i	4	3	0;0;0;1	chr3	+	49689606-49691130;49689606-49697363;49689822-49691130;49689823-49691129	49689538-49689822;49691130-49691247;49697363-49697457	49689823-49691129	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A49697457-49689538
MFSD8	ENSG00000164073.11	ENSG00000164073.11:s:127930673-127930817	0.0001;0.1154;-0.1163	1.631e-04;5.353e-01;5.401e-01	9.819e-01;5.008e-02;4.979e-02	0.0060;0.8122;0.1822	0.0075;0.9702;0.0239	s|1e1.1o2|1e1.2o2|1e2.1o1	3	3	0;0;0	chr4	-	127921982-127930683;127921963-127930683;127921771-127930683	127921357-127921771;127921860-127921989;127930673-127930817		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A127930817-127921357
MFSD8	ENSG00000164073.11	ENSG00000164073.11:s:127943391-127943992	0.1925;-0.0000;-0.1536;-0.0026;-0.0023	7.996e-01;2.551e-05;6.881e-01;2.904e-03;2.199e-03	1.005e-02;9.949e-01;2.220e-02;8.841e-01;8.960e-01	0.6947;0.0035;0.2491;0.0214;0.0195	0.9308;0.0034;0.0595;0.0034;0.0034	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o2|1e4.1o1	5	5	0;0;0;0;0	chr4	-	127942158-127943752;127942149-127943752;127939997-127943752;127938838-127943752;127933093-127943752	127932319-127933713;127938783-127938838;127939779-127939997;127942071-127942158;127943391-127943992		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A127943992-127932319
MFSD8	ENSG00000164073.11	ENSG00000164073.11:t:127932319-127933713	-0.0004;-0.1638;-0.0125;0.2058;0.0000	4.168e-05;7.383e-01;2.708e-02;8.396e-01;4.243e-06	9.816e-01;1.730e-02;5.691e-01;7.192e-03;9.983e-01	0.0131;0.3049;0.0494;0.6316;0.0021	0.0028;0.1025;0.0212;0.8722;0.0028	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	5	6	0;0;0;0;0	chr4	-	127933093-127943752;127933093-127942045;127933093-127939853;127933093-127938783;127933093-127934558	127932319-127933713;127934558-127934662;127938783-127938838;127939779-127939997;127942045-127942047;127943391-127943992		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A127943992-127932319
CEP44	ENSG00000164118.13	ENSG00000164118.13:s:174283969-174284140	-0.0732;-0.0263;0.0000;0.0000;0.1493;-0.0194	3.592e-01;6.271e-02;6.541e-21;3.361e-06;7.113e-01;7.178e-02	1.193e-01;4.271e-01;1.000e+00;9.877e-01;2.222e-02;4.182e-01	0.3186;0.0874;0.0008;0.0147;0.4044;0.1883	0.2157;0.0442;0.0010;0.0132;0.5696;0.1503	s|1e3.1o1|1e4.1o1|2e1.1o1|2e2.1o1|2e3.1o1|2e4.1o1	6	5	0;1;0;1;0;0	chr4	+	174284061-174297966;174284061-174299072;174284140-174285434;174284140-174297551;174284140-174297966;174284140-174299072	174283969-174284140;174285434-174285574;174297551-174297602;174297966-174298062;174299070-174299210		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A174299210-174283969
TMEM161B	ENSG00000164180.14	ENSG00000164180.14:s:88198976-88199150	-0.1133;0.1133	5.521e-01;5.521e-01	4.968e-02;4.968e-02	0.8532;0.1468	0.7087;0.2913	s|1e1.1o1|1e2.1o1	2	3	0;0	chr5	-	88197765-88198976;88196488-88198976	88195047-88196488;88197669-88198451;88198976-88199150		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A88199150-88195047
TMEM161B	ENSG00000164180.14	ENSG00000164180.14:s:88228441-88228528	-0.2453;0.2453	9.302e-01;9.302e-01	2.179e-03;2.179e-03	0.8738;0.1262	0.5838;0.4162	s|1e1.1o1|1e2.1o1	2	3	0;0	chr5	-	88225866-88228445;88220719-88228445	88220563-88220719;88225769-88225866;88228441-88228528		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A88228528-88220563
TMEM161B	ENSG00000164180.14	ENSG00000164180.14:t:88195047-88196488	0.1390;-0.1390	6.670e-01;6.670e-01	2.832e-02;2.832e-02	0.1420;0.8580	0.3095;0.6905	t|1e1.1o1|1e2.1o1	2	3	0;0	chr5	-	88196488-88198976;88196488-88197669	88195047-88196488;88197669-88198451;88198976-88199150		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A88199150-88195047
ADGRV1	ENSG00000164199.18	ENSG00000164199.18:s:90802739-90802882	0.1451;-0.1483;0.0002	6.027e-01;6.139e-01;1.306e-04	2.839e-02;2.693e-02;9.843e-01	0.6616;0.3328;0.0055	0.8721;0.1187;0.0073	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;1;0	chr5	+	90802882-90805284;90802882-90807602;90802882-90810233	90802739-90802882;90804927-90805458;90807602-90807737;90810233-90811338		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A90811338-90802739
PRIMPOL	ENSG00000164306.11	ENSG00000164306.11:s:184659340-184659437	0.0219;-0.1008;0.0622	1.467e-01;4.670e-01;2.861e-01	2.790e-01;6.490e-02;1.586e-01	0.6982;0.2415;0.0606	0.7333;0.1136;0.1475	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr4	+	184659437-184661774;184659437-184665917;184659437-184672173	184659340-184659437;184661774-184661903;184665917-184666064;184672173-184672460		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A184672460-184659340
PRIMPOL	ENSG00000164306.11	ENSG00000164306.11:t:184659340-184659437	0.1124;-0.1124	5.954e-01;5.954e-01	4.672e-02;4.672e-02	0.0370;0.9630	0.1692;0.8308	t|1e1.1o1|1e2.1o1	2	3	0;0	chr4	+	184652100-184659340;184657320-184659340	184652023-184652100;184657082-184657654;184659340-184659437		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A184659437-184652023
RICTOR	ENSG00000164327.13	ENSG00000164327.13:t:38947264-38947441	0.1714;-0.1714	8.486e-01;8.486e-01	7.712e-03;7.712e-03	0.7809;0.2191	0.9908;0.0092	t|1e1.1o1|1e2.1o1	2	3	0;0	chr5	-	38947441-38949712;38947441-38949356	38947264-38947441;38949356-38949427;38949712-38950720		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A38950720-38947264
TENT2	ENSG00000164329.14	ENSG00000164329.14:t:79613011-79613075	0.0000;-0.0009;0.1071;-0.0270;-0.0000;-0.0280	6.268e-21;8.209e-06;5.558e-01;9.768e-02;6.268e-21;1.080e-01	1.000e+00;9.562e-01;6.258e-02;3.655e-01;1.000e+00;3.471e-01	0.0006;0.0235;0.0479;0.2573;0.0073;0.6482	0.0005;0.0154;0.1646;0.2136;0.0005;0.6011	t|1e1.1o1|1e2.1o4|1e2.2o4|1e2.3o4|1e2.4o4|i	6	3	0;0;0;0;1;0	chr5	+	79612174-79613011;79612691-79613011;79612735-79613011;79612769-79613011;79612850-79613011;79612851-79613010	79612120-79612174;79612433-79612850;79613011-79613075	79612851-79613010	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A79613075-79612120
ANKRA2	ENSG00000164331.10	ENSG00000164331.10:s:73557431-73557640	-0.1055;0.1055	5.433e-01;5.433e-01	6.195e-02;6.195e-02	0.9685;0.0315	0.8468;0.1532	s|1e1.1o1|1e2.1o1	2	3	0;1	chr5	-	73555585-73557575;73554986-73557575	73554861-73555208;73555488-73555585;73557431-73557640		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A73557640-73554861
TERT	ENSG00000164362.21	ENSG00000164362.21:s:1278641-1278796	0.2102;-0.2102	8.454e-01;8.454e-01	6.757e-03;6.757e-03	0.3750;0.6250	0.6290;0.3710	s|1e1.1o1|1e2.1o1	2	3	0;0	chr5	-	1272280-1278641;1268633-1278641	1268520-1268633;1272185-1272280;1278641-1278796		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A1278796-1268520
SLC35A1	ENSG00000164414.18	ENSG00000164414.18:s:87472925-87473019	0.1320;-0.1345;-0.0019	6.698e-01;7.098e-01;1.566e-02	3.078e-02;2.456e-02;6.341e-01	0.7308;0.1933;0.0799	0.8780;0.0447;0.0710	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;1;1	chr6	+	87473019-87477362;87473019-87500508;87473019-87501158	87472925-87473019;87477362-87477539;87500508-87500667;87501158-87501310		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A87501310-87472925
KIAA0895	ENSG00000164542.13	ENSG00000164542.13:s:36355196-36357590	-0.1442;0.1442	6.790e-01;6.790e-01	2.516e-02;2.516e-02	0.6677;0.3323	0.4915;0.5085	s|1e1.1o1|1e2.1o1	2	3	0;0	chr7	-	36336297-36356902;36335178-36356902	36335046-36335178;36336154-36336297;36355196-36357590		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A36357590-36335046
KIAA0895	ENSG00000164542.13	ENSG00000164542.13:t:36355196-36357590	0.0064;0.0829;-0.1089;-0.0056;-0.0000	1.598e-03;3.918e-01;5.279e-01;2.005e-02;6.791e-09	7.940e-01;9.529e-02;5.549e-02;5.918e-01;9.999e-01	0.0016;0.1985;0.7288;0.0658;0.0016	0.0371;0.3105;0.5754;0.0588;0.0013	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|2e1.1o1	5	4	0;0;0;0;0	chr7	-	36357590-36383859;36357590-36367111;36357590-36366916;36357590-36366704;36357191-36383859	36355196-36357590;36366704-36366913;36366916-36367269;36383859-36383928		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A36383928-36355196
STK17A	ENSG00000164543.7	ENSG00000164543.7:t:43627818-na	0.1491;-0.1491	7.084e-01;7.084e-01	2.242e-02;2.242e-02	0.0130;0.9870	0.2068;0.7932	t|1e1.1o1|1e2.1o1	2	3	1;1	chr7	+	43609495-43627818;43609641-43627818	na-43609495;na-43609641;43627818-na		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A43627828-43609485
CAMLG	ENSG00000164615.6	ENSG00000164615.6:t:134743987-134744396	0.1999;-0.2258;0.0109	9.651e-01;9.811e-01;1.152e-02	5.853e-04;2.631e-04;6.402e-01	0.1327;0.7975;0.0714	0.3431;0.5646;0.1032	t|1e1.1o1|1e2.1o1|i	3	3	0;0;0	chr5	+	134738792-134743987;134741523-134743987;134741524-134743986	134738495-134738792;134739744-134741523;134743987-134744396	134741524-134743986	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A134744396-134738495
RELL2	ENSG00000164620.9	ENSG00000164620.9:s:141636950-141637757	-0.0006;-0.1069;0.0072;0.0070;-0.0077;0.0219;0.0076;0.0589	1.282e-08;5.660e-01;9.671e-04;1.447e-04;4.248e-05;2.168e-02;2.298e-04;2.178e-01	9.694e-01;5.807e-02;7.307e-01;6.859e-01;7.178e-01;5.267e-01;7.447e-01;2.231e-01	0.0292;0.5311;0.0795;0.0401;0.0482;0.0876;0.0297;0.1527	0.0110;0.4001;0.0958;0.0530;0.0365;0.1188;0.0424;0.2337	s|1e1.1o2|1e1.2o2|1e2.1o1|2e1.2o2|2e2.1o1|3e1.2o2|3e2.1o1|i	8	3	1;0;1;1;0;1;1;0	chr5	+	141637741-141638131;141637741-141638170;141637741-141638795;141637748-141638170;141637748-141638795;141637757-141638170;141637757-141638795;141637758-141638130	141636950-141637757;141638131-141638409;141638795-141638860	141637758-141638130	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A141638860-141636950
MIOS	ENSG00000164654.16	ENSG00000164654.16:t:7567607-7567688	0.1547;-0.0071;-0.1275	8.379e-01;3.409e-02;6.453e-01	9.955e-03;5.347e-01;3.559e-02	0.0357;0.1215;0.8455	0.1996;0.1096;0.6974	t|1e1.1o1|1e2.1o1|i	3	3	0;0;0	chr7	+	7567072-7567607;7567484-7567607;7567485-7567606	7566875-7567072;7567483-7567484;7567607-7567688	7567485-7567606	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A7567688-7566875
USP49	ENSG00000164663.15	ENSG00000164663.15:s:41893933-41894455	0.3265;-0.3265	9.157e-01;9.157e-01	1.983e-03;1.983e-03	0.5161;0.4839	0.8788;0.1212	s|1e1.1o1|1e2.1o1	2	3	0;0	chr6	-	41891875-41893933;41871637-41893933	41871564-41871637;41891794-41891875;41893933-41894455		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A41894455-41871564
USP49	ENSG00000164663.15	ENSG00000164663.15:t:41871564-41871637	-0.1016;0.1010;0.0000	4.983e-01;4.951e-01;6.493e-07	6.711e-02;6.757e-02;9.990e-01	0.2004;0.7962;0.0033	0.0692;0.9274;0.0034	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr6	-	41871637-41893933;41871637-41891794;41871637-41872933	41871564-41871637;41872933-41873012;41891794-41891875;41893933-41894455		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A41894455-41871564
LMTK2	ENSG00000164715.6	ENSG00000164715.6:t:98137315-98137442	-0.1141;0.1161;-0.0000	5.938e-01;6.089e-01;1.449e-08	4.670e-02;4.316e-02;9.999e-01	0.1485;0.8494;0.0025	0.0098;0.9878;0.0022	t|1e1.1o2|1e1.2o2|1e2.1o1	3	3	1;0;0	chr7	+	98107274-98137315;98107280-98137315;98126757-98137315	98106862-98107280;98126565-98126757;98137315-98137442		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A98137442-98106862
SUN1	ENSG00000164828.18	ENSG00000164828.18:t:851167-851482	0.0242;-0.0000;-0.1128;0.0706	3.847e-02;6.541e-21;6.002e-01;3.315e-01	4.922e-01;1.000e+00;4.780e-02;1.405e-01	0.1057;0.0056;0.3990;0.4892	0.1435;0.0005;0.2752;0.5735	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;1;0;0	chr7	+	843520-851384;848615-851384;849603-851384;850033-851384	843314-843872;848608-848615;849520-849603;849801-850767;851167-851482		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A851482-843314
YWHAZ	ENSG00000164924.18	ENSG00000164924.18:t:100951929-100952308	-0.0093;-0.0000;0.0019;0.0138;0.0186;-0.1038;0.0000;0.0310	1.882e-03;6.268e-21;2.174e-05;4.025e-02;8.268e-03;5.402e-01;6.268e-21;9.355e-02	6.413e-01;1.000e+00;9.161e-01;5.124e-01;5.817e-01;6.276e-02;1.000e+00;3.670e-01	0.0496;0.0051;0.0030;0.1264;0.0369;0.5747;0.0003;0.2046	0.0385;0.0004;0.0302;0.1549;0.0649;0.4474;0.0067;0.2525	t|1e2.2o2|1e3.1o1|2e1.1o1|2e2.2o2|3e1.1o1|3e2.2o2|3e3.1o1|i	8	4	0;0;1;1;1;0;0;0	chr8	-	100952308-100952850;100952308-100952473;100952128-100953269;100952128-100952850;100952125-100953269;100952125-100952850;100952125-100952473;100952309-100952472	100951929-100952308;100952473-100952619;100952850-100953149;100953269-100953388	100952309-100952472	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A100953388-100951929
